Title,Lyrics,Genre
আমি লিখতে পেরেছি বিশ্বের সেরা মুক্তির ইতিহাস,"আমি লিখতে পেরেছি বিশ্বের সেরা মুক্তির ইতিহাস আর রক্ত আখরে মুক্তির জয়গান। বাংলাদেশের কবি আমি সবচেয়ে ভাগ্যবান।। আমি সুরকার__ সুরে বেঁধেছি মৃত্যুর মহাহুঙ্কার, মহাশ্মশানের কান্নার মাঝে তুলেছি খুশির ঝঙ্কার। কামানের ধ্বনি সুরে ফেলে আমি করেছি বাংলা গান__ বাংলাদেশের সুরকার আমি সবচেয়ে ভাগ্যবান।। শিল্পী আমি যে গান গেয়েছি রক্তের দামে কিনে__ মৃত্যুর ভিড়ে কণ্ঠ সেধেছি যুদ্ধের সাইরেনে। সমুখে মৃত্যু দেখে জীবন্ত ছেড়েছি গানের তান__ বাংলাদেশের শিল্পী আমি সবচেয়ে ভাগ্যবান।।",দেশাত্মবোধক
রক্ত শিমুল তপ্ত পলাশ দিলো ডাক,"রক্ত শিমুল তপ্ত পলাশ দিলো ডাক সুনীল ভোরে। শপথের মশাল হাতে ছুটে চল নতুন প্রাতে, বাজা রে অগ্নিবীণা প্রাণে প্রাণে প্রান্তরে।। একুশের অমোঘ বাণী দিয়াছে সূর্য আনি, জীবনের অর্ঘ্য ধোয়া ওই যে ওই রুদ্র আকাশ__ ঝরাবোই স্নিগ্ধ আলো আলো আজি অঝরে।। অলখের বিড়ম্বনা সাবধান সাবধান! কোটি কোটি মোরা আজ দীপ্ত প্রাণ দীপ্ত প্রাণ দীপ্ত প্রাণ। স্বাধীন এই বাংলা আমার কোটি প্রাণ শহীদমিনার__ নেবই নেব, নেবই নেব, নেবই নেব আমরা মনের মতো এই দেশ গড়ে।।",দেশাত্মবোধক
দুঃখ বিলাস,তোমরা কেউ কি দিতে পার প্রেমিকার ভালবাসা দেবে কি কেউ জীবনে উষ্ণতার সত্য আশা তোমরা কেউ কি দিতে পার প্রেমিকার ভালবাসা দেবে কি কেউ জীবনে উষ্ণতার সত্য আশা ভালবাসার আগে নিজেকে নিও বাজিয়ে আমার মনের মতন নিও সাজিয়ে আমি বড় অসহায় অন্য পথে একটি নাটকই দেখি মহাকালের মঞ্চে ও আমায় ভালবাসেনি অসীম এ ভালবাসা ও বোঝেনি ও আমায় ভালবাসেনি অতল ভালবাসা তলিয়ে দেখেনি তোমরা কেউ কি করবে আমার জন্য অপেক্ষা ভালবাসবে শুধুই আমায় করবে প্রতিজ্ঞা তোমরা কেউ কি করবে আমার জন্য অপেক্ষা ভালবাসবে শুধুই আমায় করবে প্রতিজ্ঞা ভালবাসার আগে নিজেকে নিও বাজিয়ে আমার মনের মতন নিও সাজিয়ে আমি বড় অসহায় অন্য পথে একটি নাটকই দেখি মহাকালের মঞ্চে ও আমায় ভালবাসেনি অসীম এ ভালবাসা ও বোঝেনি ও আমায় ভালবাসেনি অতল ভালবাসা তলিয়ে দেখেনি এত ভীড়েও আজও আমি একা মনে শুধুই যে শুন্যতা এত ভীড়েও আজও আমি একা মনে শুধুই যে শুন্যতা আঁধারে যত ছড়ায় আলো সবি আঁধারের রাত ও যে কোথায় হারাল ব্যাথা কাটতে যে শুধায় আ আ আ আ আ আ………,আধুনিক
দয়াল – চিরকুট,"এই ভবে তার ওঝা নাই রে নাই রে ওঝা সংসারে আমি জানি না, জানি না কি সাপে দংশিল আমারে।। কোন বিষে নীল হইলাম আমি দয়াল কোন বিষেতে এই বিষের ক্ষয়।। না পাইলে ধন ভাবিতে হয়।। কেউ ভাবে ওই ধন হারায়ে। আমি জানিনা, জানিনা কি সাপে দংশিল আমারে। ভব নদী পাড়ি দেব দয়াল সঙ্গের সাথি কারে নেবো।। দেখাবে পথ কে আমারে।। কোন পথে পাবো তাহারে। আমি জানিনা, জানিনা কি সাপে দংশিল আমারে। চোখের আড়াল করে সদা দয়াল কত রঙের খেলা খেলে।। বুঝলে খেলা দারুণ মজা।। না বুঝলে দর্শন দেয় কারে! আমি জানিনা, জানিনা কি সাপে দংশিল আমারে। এই ভবে তার ওঝা নাই রে।। নাই রে ওঝা সংসারে আমি জানিনা, জানিনা কি সাপে দংশিল আমারে।",আধুনিক
ভজরে আনন্দের গৌরাঙ্গ,ভজরে আনন্দের গৌরাঙ্গ। যদি ত্বরিতে বাসনা থাকে ধর রে মন সাধুর সঙ্গ।। সাধুর গুণ যায় না বলা শুদ্ধ চিত্ত অন্তর খোলা। সাধুর দরশনে যায় মনের ময়লা পরশে প্রেমতরঙ্গ।। সাধুজনার প্রেম হিল্লোলে কত মানিক মুক্তা ফলে সাধু যারে কৃপা করে প্রেমময় দেয় প্রেমঅঙ্গ।। এক রসে হয় প্রতিবাদী এক রসে ঘুরছে নদী। এক রসে নৃত্য করে নিত্যরসের গৌরাঙ্গ।। সাধুর সঙ্গগুণে রং ধরিবে পূর্ব স্বভাব দূরে যাবে। লালন বলে পাবে প্রাণের গোবিন্দ কররে সৎসঙ্গ।।,লোকসঙ্গীত
ভালোবাসা অথবা অভিমান,আমার ঘরের জানালার কাঁচে সকালের রোদ একলা নাচে তোমার অপেক্ষাতে আমি গায় বিরহের গান আকাশ জোড়া ছবির খাতাতে তোমার ছবি এঁকে এঁকে ক্ষয়ে যায় চক রং পেনসিল বুকে জমে অভিমান জানি আমি ছাড়া ভালো নেই তুমি মুখোশ জড়িয়ে তবু বসে আমি অলিখিত সব স্বপ্ন গুলো ভেঙে চুরে খানখান আমার গানের খাতাতে পাতাতে ভুল স্বরলিপি লিখতে লিখতে তোমার কথা ভাবি আমি ভুলে যায় অভিমান তোমার দেয়া চিঠি আর গোলাপে ভালোবাসা ছুঁয়ে দেখতে দেখতে ভিজে যায় চোখ অনুরাগে খুঁজে পাই আমি গান ভালোবাসা একি রং বদলের খেলা শ্রাবণ শরৎ ফাগুনের মেলা পাহাড়ী নদীর তুমুল স্রোতটানে বয়ে চলা সাম্পান,আধুনিক
এই জীবন আমি তো আর চাই না,এই জীবন আমি তো আর চাই না এই জ্বালা প্রাণে সহে না মরণ সাজা দাও আমাকে কলংক আর ভাল লাগে না।। খাঁচার মাঝে বন্দি হয়ে থাকতে হবে জানি শুনবে না কেউ অভাগিনীর দুঃখের কাহিনী বলবে না কেউ আর কেঁদো না বুঝবে না কেউ এই বেদনা কোন দেষেতে পেলাম আমি এতই বঞ্চনা।। সবার মাঝে নাচতে হবে গাইতে হবে গান বিনিময়ে পাব জানি শুধুই অপমান আমায় নিয়ে সারাবেলা নিয়তির এই নিঠুর খেলা এই জীবনে কভু কী আর শেষ হবে না।।,আধুনিক
আমার হাড় কালা করলাম রে,"আমার হাড় কালা করলাম রে আমার দেহ কালার লাইগা রে আরে আমার অন্তর কালা করলাম রে দুরন্ত পরবাসে মন রে, ওরে হাইলা লোকের লাঙ্গল বাঁকা জনম বাঁকা চাঁদরে জনম বাঁকা চাঁদ। হায়রে, তার চাইতে অধিক বাঁকা আমি যারে দিসি প্রাণরে, দুরন্ত পরবাসে।। (ওরে) মন রে, আরে কূল বাঁকা গাঙ বাঁকা বাঁকা গাঙের পানি রে, বাঁকা গাঙের পানি আরে, সকল বাঁকায় বাইলাম নৌকা তবু বাঁকা রে না জানি রে, দুরন্ত পরবাসে।। (ওরে) মন রে, ওরে হাড় হইল জড় জড় অন্তর হইল গুড়া রে, আমার অন্তর হইল গুড়া পিড়িতি ভাঙ্গিয়া গেলে, নাহি লাগে জোড়া রে দুরন্ত পরবাসে।।",লোকসঙ্গীত
খোদার ঘরে নালিশ করতে দিল না আমারে,খোদার ঘরে নালিশ করতে দিল না আমারে। পাপ পূণ্যের বিচার এখন মানুষে করে।। আমার দুঃখের কথা শোনার মত কোন মানুষ নাই আমি কার কাছে জানাই আমার চক্ষের পানি মুছার মত আপন কেহ নাই আমি কোথায় পাবো ঠাই আজ শোনরে মানুষ শোন এই দুঃখেরই আগুন (ও) আর কতকাল জ্বালিয়ে রাখবি আমার অন্তরে পাপ পূণ্যের বিচার এখন মানুষই করে।।,আধুনিক
আমার আপনার চেয়ে আপন,আমার আপনার চেয়ে আপন যে জন খুঁজি তারে আমি আপনায় আমি শুনি যেন তার চরণের ধ্বনি আমারে পিয়াসী বাসনায়।। আমারে মনেরো তৃষিত আকাশে কাঁদে সে চাতক আকুলো তিয়াসে কভু সে চাতক শুধা চোর আসে নিশিথে স্বপনে জোছনায়।। আমারে মনের পিয়ালো তমালে হেরে তারে স্নেহ মেঘ শ্যাম অশনি আলোকে হেরি তারে ফির বিজলী উজল অভিরাম।। আমারে রচিত কাননে বসিয়া পরানো পিয়ারে মালিকা রচিয়া সে মালা সহসা দেখিনু জাগিয়া আপনারে গলে দোলে হায়।। আমার আপনার চেয়ে আপন যে জন খুঁজি তারে আমি আপনায়।।,নজরুলগীতি
এই শহর আমার,তুমি যদি বলো ভোরের বেলার কাক শব্দ করা একলা ইস্টিমার ফেরিওলার হাক লাঠি হাতে ডাকাত সর্দার রাত জাগা হাইওয়ে ঘুমিয়ে পরা কোনো এক ড্রাইভার এই শহর আমার এই মানুষ আমার || তুমি শুনতে কি পাও ভিড়ের মাঝে কেউ || মতিঝিলের শাপলা ফুলের পানি স্কুল বালিকার সবুজ ড্রেস খানি || গোরস্থানে ফকির মাজারে মাজারে জিকির এই শহর আমার এই মানুষ আমার ||,আধুনিক
একদিন তোর হইবো রে মরণ,"একদিন তোর হইবো রে মরণ, রে হাসন রাজা। একদিন তোর হইবো রে মরণ। মায়া জালে বেরিয়া মরন না হইলো স্বরণ ,রে হাসন রাজা। একদিন তোর হইবো রে মরণ।। যখন আসিয়া যমের দূত হাতে দিবে দড়ি হায়রে হাতে দিবে দড়ি। টানিয়া টানিয়া লইয়া ,যাবে যমের পুরি রে হাসন রাজা। একদিন তোর হইবো রে মরণ।। কোথায় গিয়া রইব তোমার সুন্দর সুন্দর স্ত্রী হায়রে সুন্দর সুন্দর স্ত্রী কোথায় রইব রামপাশা আর সাধের লক্ষনশিরী রে হাসন রাজা। একদিন তোর হইবো রে মরণ।। আর যাইবায় নিরে হাছন রাজা রাজগঞ্জ দিয়া হায়রে রাজগঞ্জ দিয়া আর করবায় নিরে হাছন রাজা দেশে দেশে বিয়া রে হাসন রাজা। একদিন তোর হইবো রে মরণ।। করবায় নিরে হাছন রাজা রামপাশায় জমিদারী হায়রে রামপাশায় জমিদারী আর করবায় নিরে কাপনা নদীর পারে ঘুরাঘুরি রে হাসন রাজা। একদিন তোর হইবো রে মরণ।। ছাড় ছাড় হাছন রাজা, এ ভবের আশা হায়রে এ ভবের আশা প্রাণবন্ধের চরণতলে, কর গিয়া বাসা রে হাসন রাজা। একদিন তোর হইবো রে মরণ।। গুরুর উপদেশ শুনিয়া হাছন রাজায় কয় হায়রে হাছন রাজায় কয় সব তেয়াগিলাম আমি, দেও পদাশ্রয় রে হাসন রাজা। একদিন তোর হইবো রে মরণ।।",লোকসঙ্গীত
কেঁদে কেঁদে কি হবে,কেঁদে কেঁদে কি হবে আরেকটা হবে না তো যমুনা না হবে পদ্মা না হবে মেঘনা না হবে তাজমহলের নমুনা।। কেঁদেই যদি দুঃখ যেতো তবে অশ্রুধারায় শত নদী সাগর গড়ে উঠতো। তাই মিছে এই কান্নার অশ্রুটুকু তুমি মুছে ফেল না না হবে পদ্মা না হবে মেঘনা না হবে তাজমহলের নমুনা।। সুখ যদি চিরসাথী হতো তবে দুঃখ কী আর স্মৃতি গভীর চোখের জলে ভাসতো। তাই হৃদয়টা পোড়া অগ্নি জ্বালা তুমি *** রেখো না না হবে পদ্মা না হবে মেঘনা না হবে তাজমহলের নমুনা।।,আধুনিক
লোকাল বাস,"নিজের ভাল বুঝিস রে তুই পথে পথে ঘুরিস রে তুই আমানতের খেয়ামত কইরা করস রে সর্বনাশ আমি কান্দি তোর দুঃখে তুই ঘুরস মনের সুখে কার দিকে নজর দিয়া আমারে হাই কোর্ট দেখাস দেই কাঠের চশমা চোখে দেখি শইষ্য এখন শোকে শুধু ডানে বামে ঘুইরা ঘুইরা হইছে ফাঁপর বাজ বন্ধু তুই লোকাল বাস বন্ধু তুই লোকাল বাস আদর কইরা ঘরে তুলস ঘাড় ধইরা নামাস (3x) * র‍্যাপ বাই শাফাইয়াত ক তুই কই যাবি, গাড়ী তোর আমার চাবী মিটাইয়া মনের দাবী পরে কইচ হাবি যাবি জেম্নে চাচ অম্নে পাবি কবি আমি কারিগর খাবার দাবার শেষ বাড়ি ঘর খালি কর জোর কত জানি তোর সবাই তো স্বার্থপর মনে তে রং লাগাইয়া হইয়া ঘুরস যাযাবর স্বার্থের পটি বাইন্ধা কানামাছি ভোঁ ভোঁ পাগলেও বোঝে এখন টাকা পয়সার লোভ ও পাঙ্খা ভাবে থাকি আগুনের গোলা বইলা আইসা তুই খাবি খাবি মনে মনে মনা কোলা চোরের মার বড় গলা লইয়া লবি যারে তারে শারাফাতি ড্রাইভার এ, নরম পাইয়া বেরেক মারে মুনাফা ছাড়া পরে না মাটিতে পারা রক্ত চুইশা খাইয়া উপড়ে উঠছে যারা ওগো দুনিয়ার ভোগে আছে দুনিয়ার শাস্তি উস্তাদ বুইঝা হুইনা ডানে বামে প্লাস্টিক ও তুই মনের কথা বুঝলি না আমারেও গুনলি না জনে জনে একই প্রেম তুই কতবার বিলাশ ওহ তুই দেখলি শুধু ফাইদা রে আমারেও গুনলি না দেখলি না সেই আদরে ষোল আনা বুইঝা রে তুই অন্য দিকে চাস দিল জ্বালা বাড়ায় বুকের দেখি না চেহারা সুখের সে তো অলি গলি ধরা খাইয়া হইছে পাঙ্গা বাজ বন্ধু তুই লোকাল বাস বন্ধু তুই লোকাল বাস আদর কইরা ঘরে তুলস ঘাড় ধইরা নামাস (x4) তুই লোকাল বাস বন্ধু তুই লোকাল বাস আদর কইরা ঘরে তুলস ঘাড় ধইরা নামাস!",আধুনিক
কান্দিস না রে বিন্দিয়া,ও ও বিন্দিয়া ও ও বিন্দিয়া কান্দিস না রে কান্দিস না রে বিন্দিয়া কি আর হইব কান্দিয়া কবুল কইরা স্বামীর ঘরে যাইবি চলিয়া কান্দিস না রে কান্দিস না রে বিন্দিয়া কি আর হইব কান্দিয়া কবুল কইরা স্বামীর ঘরে যাইবি চলিয়া কান্দিস না রে কান্দিস না রে। বাপ মা ভাই ব্রাদার দেখতে যাইব তোরে আবার।। স্বামীর ঘরে সুখে থাকিস জীবন ভরিয়া কান্দিস না রে কান্দিস না রে বিন্দিয়া কি আর হইব কান্দিয়া কবুল কইরা স্বামীর ঘরে যাইবি চলিয়া কান্দিস না রে কান্দিস না রে। মাইয়া মাইনষের এই তো জীবন পর মানুষ হয় যে আপন ও ও ও ও মাইয়া মাইনষের এই তো জীবন পর মানুষ হয় যে আপন যাইতে হয় যে শ্বশুর বাড়ি পালকি চড়িয়া। কান্দিস না রে কান্দিস না রে বিন্দিয়া কি আর হইবো কান্দিয়া কবুল কইরা স্বামীর ঘরে যাইবি চলিয়া কান্দিস না রে কান্দিস না রে। ও ও বিন্দিয়া ও ও বিন্দিয়া কান্দিস না রে কান্দিস না রে কান্দিস না রে কান্দিস না রে।,লোকসঙ্গীত
চুপি চুপি কিছু কথা,"চুপি চুপি কিছু কথা বলে যদি ভালবাসা স্বপ্ন আসে দুটি চোখের দুটি তারা মিটি মিটি জ্বলে যদি চাঁদ যে হাসে এই চোখের দুটি তারায় শুধু তুমি যে তুমি,,,,,,,,,প্রেমি, প্রেমি প্রেমি একটু কাছে থাকায়, একটু চোখের দেখায় এই মনে জাগে আরো কতো যে আশা, তুমি যে স্বাথী আমার আমি যে প্রেমি তোমার বলোনা বুঝবে কবে এই ভালবাসা। কাছে থেকেও বুঝোনা হায় কেন যে শূন্য শূন্য মন মনে মনে দিন গুনে যায় জানি না চিনবে কি কখোন…… প্রেমি, প্রেমি প্রেমি আমি সেই ময়না পাখি, বুঝনি আজো তা কি যখনি দুরে থাকো এই মনে শ্রাবন তোমারি মনের আকাশ দিল সকালের আভাস কবে সেই প্রেমের আলো পাবে এ জীবন বুঝিনা হায় কেনো তোমার এতো যে অন্য অন্য মন জেগে থাকি রাতে একা লাগে যে শূন্য এ ভুবন,….. প্রেমি, প্রেমি প্রেমি",আধুনিক
রাধার গান,ভালবাসার গান শুনিয়ে চাইলে তুমি ঘুম আমার তখন চলছে ভীষণ অস্থিরতার ঘুম তোমার সাথে দুষ্টুমিতে বাদাম নিয়ে খেলা বললে তুমি না ঘুমিয়ে কাটাতে এই বেলা হয়ত তোমার কাছেই যাব নয়ত যাব দূরে তোমার সাথে তোমার সাথে স্বপ্নগুলো সাজিয়ে রাখি সুরে তোমার সাথে পেরিয়ে যাব দূর্গম গিরী বাধা তোমার জন্য এড়িয়ে গিয়ে বিরহের গান সাধা তোমার জন্য লুকিয়ে থেকে কাঁদছে দেখ রাধা তোমার জন্য এড়িয়ে গিয়ে বিরহের গান সাধা তোমার কথা ভাবতে গিয়ে আমি দেই ডুব হারিয়ে গেলে স্বপ্ন কি আর হৃদয়ে থাকে খুব সব হারালে সব খোয়ালে সৌরভ ঘিরে থাকে রাধার জন্য কৃষ্ণ ছাড়া আর কে-ই থাকে হয়ত তোমার কাছেই যাব নয়ত যাব দূরে তোমার সাথে তোমার সাথে স্বপ্নগুলো সাজিয়ে রাখি সুরে তোমার সাথে পেরিয়ে যাব দূর্গম গিরী বাধা তোমার জন্য এড়িয়ে গিয়ে বিরহের গান সাধা তোমার জন্য লুকিয়ে থেকে কাঁদছে দেখ রাধা তোমার জন্য এড়িয়ে গিয়ে বিরহের গান সাধা॥,আধুনিক
বাবা,"আমার বাবার কথা বড়ই মনে পড়ে ছবির দিকে তাকিয়ে এখন দুচোখ জলে ভরে।। আদর করে দুহাত ধরে মেলায় আমায় নিত এক পয়সার পাতার বাঁশি বাবা কিনে দিত কিনত নাটাই কিনত ঘুড়ি বোনের জন্য আলতা চুড়ি মায়ের জন্য ডুরে শাড়ি-কিনে ফিরতো ঘরে।। মাঝে মাঝে বকতো বাবা পড়া ফাকি দিলে ধারাপাতের নামতাগুলো খেতে হতো গিলে সাংগ হত দিনের খেলা, উঠত তারা সন্ধা বেলা বাবা এদের নাম শেখাতো-কতই যতন করে।। এখন আমি নিজেই বাবা পাক ধরেছে চুলে পেছন দিকে তাকিয়ে ভাবি স্মৃতির দোয়ার খোলে আজও আমায় বাবাই ডাকে প্রতি কাজে জড়িয়ে থাকে ওপাড় হতে বলছে যেন ভাল থাকিস ওরে।।",আধুনিক
আমি রূপনগরের রাজকন্যা,"আমি রূপনগরের রাজকন্যা রূপের জাদু এনেছি ইরান তুরান পার হয়ে আজ তোমার দেশে এসেছি। নয়নের বান দিয়ে গো, যৌবনের দোল দিয়ে গো নুপুরেরও তালে তালে তোমায় আমি বেঁধেছি জানি গো জানি আমি তোমারে যে বেঁধেছি।। সবার চোখে রং লাগিয়ে, সবার মনে ঢেউ জাগিয়ে নতুন দেশের পথে আমি আজকে আবার চলেছি জানি গো জানি সবার মনকে নিয়ে চলেছি।।",আধুনিক
ধীরে ধীরে যাও না সময়,"ধীরে ধীরে যাও না সময় আরও ধীর বও আরেকটুক্ষণ রও না সময় একটু পরে যাও ।। জানি জীবন গল্পে অনেক ধাঁধা একটু হাসি অনেক কাঁদা তবু হিসাব নিকাশ চুলোয় দিয়ে দুঃখের সঙ্গে আড়ি নিয়ে , করবো একটু বাড়াবাড়ি , ভালো পাওয়ার কাড়াকাড়ি যাক সব থেমে যাক…… ধীরে ধীরে যাও না সময় আরও ধীর বও আর একটুক্ষণ রও না সময় একটু পরে যাও",আধুনিক
তুমি আমার প্রথম সকাল,তুমি আমার প্রথম সকাল একাকি বিকেল ক্লান্ত দুপুর বেলা তুমি আমার সারা দিন আমার তুমি আমার সারা বেলা ।। তুমি আমার প্রথম সকাল একাকি বিকেল ক্লান্ত দুপুর বেলা তুমি আমার একটু চাওয়ার অনেক খানি পাওয়া তুমি আমার খর রোদে মিস্টি হিমেল হাওয়া তুমি আমার সূর্যাস্তে ঝিকিমিকি বালুকা বেলা তুমি আমার প্রথম সকাল একাকি বিকেল ক্লান্ত দুপুর বেলা তুমি আমার মরু প্রান্তে ঘন সবুজ বন তুমি আমার তপ্ত বুকের ঝড় ঝড় আষাঢ় শ্রাবণ তুমি আমার হৃদয়ে হাজার তারার মেলা তুমি আমার প্রথম সকাল একাকি বিকেল ক্লান্ত দুপুর বেলা তুমি আমার সারা দিন আমার তুমি আমার সারা বেলা ।। তুমি আমার প্রথম সকাল একাকি বিকেল—লা লা লা লা লা লা লা♫♪,আধুনিক
তুমি জানলে না,"তুমি জানলে না আমার হাসির আড়ালে কত যন্ত্রণা, কত বেদনা কত যে দুঃখ বোনা।। পাহাড়ের কান্নাকে ঝর্ণা সবাই বলে সেই ঝর্ণা ধারায় পাহাড় কষ্টের নদী বয়ে চলে আমাকে দেখেছো তুমি দেখনি এই হৃদয় অনিশ্চয়তার আগুনে পুরে হয়ে গেছে তা ক্ষয় এতদিন পাশে থেকেও আহা আহাহা বুঝনি পাথরের নীরবতা তুমি জানলে না। তুমি জানলে না আমার হাসির আড়ালে কত যন্ত্রণা, কত বেদনা কত যে দুঃখ বোনা তুমি জানলে না।।",আধুনিক
কিসের এত গরব করিস ভাই,কিসের এত গরব করিস ভাই এটাই আমার সেটাই আমার চোখ বিঝলেই অন্ধকার এই আছি এই নাই।। তালুল মুলুক কিনেরে তুই করিস জমিদারী দেশ বিদেশে তৈরী করিস কত না ঘর বাড়ি সাড়ে তিন হাত জমি ছাড়া শেষ দিনে তোর আর কী চাই এই আছি এই নাই।। জ্ঞান শক্তি রূপের বড়াই যে দেহটা ঘিরে ঘাড় মাংস রক্ত ছাড়া ওতে আছে কিরে কবর দিলে হয়রে মাটি পুড়লে চিতায় হয় যে ছাই এই আছি এই নাই।। তাই তো বলি থাকতে সময় ডাকরে ও মনটারে যেই বিনা তোর ভিতর বাহির কেউ তো জানে নারে জীবনটা যে ধন্য হবে যদি রে তাঁর দয়া পাই এই আছি এই নাই।।,আধুনিক
ও রূপসা নদীর মাঝিরে,ও রূপসা নদীর মাঝিরে ও মেঘনা নদীর মাঝিরে ও পদ্মা নদীর মাঝিরে দোহাই তোমার ধীরে নৌকা বাউ ময়নামতি গ্রামটি আমায় একটু দেখতে দাও।। ঐ তো পুরোন পাঠশালা ঐ তো শিমুলতলার মাঠে একদল যে করছে চড়ইভাতি সেই ভীড় শনিবারের হাঠে ঐ মোড়লবাড়ির বাড়-দুয়ারে যাত্রা হতো ফি বছরে। রাতটা জেগে দেখেছি তায় ময়নামতি গ্রামটি আমায় একটু দেখতে দাও।। সেই যে পুতুল খেলার ফাঁকে একদিন হয়েও গেল বিয়ে কেউ তো ছিল না তিন কূলে কে আসে বাপের বাড়ি নিয়ে এই আশা যাওয়ার পথের ধারে গ্রামটি যখন চোখে পড়ে। সেই স্মৃতিতে মন যে হয় উধাও।।,দেশাত্মবোধক
ঠিক যেখানে চলতে গেলে,"ঠিক যেখানে চলতে গেলে ঘাসে ডুবে পা শিরীষ বটের শাখায় শাখায় পাখির জটলা বৃষ্টি রোদে ধোয়া আকাশ মাটির সবুজ গা আহা সেইটি আমার গা, আহা সেইটি আমার গাঁ। সূর্যি ও চাঁদ প্রথম আলোয় দেখে যে তার মুখ সেই খুশি হয় শ্রাবণে জুঁই ফাগুনে কিংসুক। হিমছড়ি ঐ নদী শান্ত নিরবধি। তার বুকেতে ভেসে চলে ছইহাতা ঐ না।। আহা সেইটি আমার গা, আহা সেইটি আমার গাঁ। আহা রূপশালী ঐ ধান আরে মিঠে পাতার পান। উদাস বাউল গান আর সহজ সরল মানুষেরাই আমার গাঁয়ের প্রাণ আমার গাঁয়ের প্রাণ শহর জীবন থাক পিছে থাক এসো কিছুক্ষণ পল্লী মায়ের কুটির ঘরে রইলো নিমন্ত্রণ দেবো প্রীতি সুধা মিটবে মনের ক্ষুধা। ক্লান্তি তোমার শান্তি সুখের পাবে ঠিকানা আহা সেইটি আমার গা, আহা সেইটি আমার গাঁ।",দেশাত্মবোধক
সন্ধ্যারাণী,"বড় কষ্ট করে গিয়েছিলাম আমি ভার্সিটি ক্লাস করতে হঠাৎ কি জানি কি হয়ে গেল তোমার চোখে চোখ পড়তে বড় কষ্ট করে গিয়েছিলাম আমি ভার্সিটি ক্লাস করতে হঠাৎ কি জানি কি হয়ে গেল তোমার চোখে চোখ পড়তে চুপটি করে বসেছিলে তুমি মুখে মিষ্টি হাসি নিয়ে পড়া বুঝতে পারি নি আমি শুধু তোমায় দেখতে গিয়ে শওরীন, তোমাকে বড় ভাল লেগেছে হায়! তুমি আমার নও এ কথা মানতে পারিনি হায় তুমি ক্লাসে যেদিন আসতেনা বড় খারাপ লাগতো আমার তবু মনে হত প্রতিটি ক্ষন তুমি পাশে আছো আমার শওরীন, তুমি এত্ত গুলা মিষ্টই মেয়ে সন্ধ্যা রানী তুমি আমার সন্ধ্যা রানী……। ভেবে রাখতাম প্রতি রাতে পরের দিন কথা বলবো তোমার সাথে তবু হল না কথা বলা একটি দিন যদি রাগ করো এই ভেবে বন্ধু হতে চাইলাম ফেসবুকে, কাটছিল না আমার ঘোর রিপ্লাই দিয়ে জানিয়ে দিলে তুমি ডোন্ট ব্রাদার আনি মোর… তবু অনলাইনে তোমাকে দেখে নিজেকে রুখতে পারিনা আমি বেঞ্চে বসা ছবিটার পাশে তোমার নিজেকে বসতে দেখি আমি আমার স্বপ্নে বাজে তোমার হাতে বাজানো বেহালার সেই সুর সেই সুর দিয়ে গান লিখেছি তুরুরুরুরুতুতুতু শওরীন, হয়তো তুমি কখনো হবে না আমার তবুও এই গান গেয়ে যাই বড় ভাল লাগে আমার শওরীন, তোমাকে বড় ভাল লাগে মেয়ে সন্ধ্যা রানী তুমি আমার সন্ধ্যা রানী…।",আধুনিক
সখী কারে ডাকে ঐ বাঁশি নাম ধরিয়া,সখী কারে ডাকে ঐ বাঁশি নাম ধরিয়া তুই দে না বলিয়া। আমি হৃদয়ও আসনে তারে বসাবো যতন করে খোঁপাতে রাখিবো গাঁথিয়া তারে দে না আনিয়া।। কহিতে শরম লাগে আধারে কাঁপন জাগে। মরেছি আমি সখী মরার আগে আমি দেখিবো নয়ন ভরে কাজল করিয়া তারে নয়নে রাখিবো আঁকিয়া তারে দে না আনিয়া।। বলে যা বলুক লোকে পরাণ সপিবো তাকে। পীড়িতি আগুন সখী পোড়াবো তাকে আমি সারাটি জনম ধরে আপন করিয়া তারে আঁচলে রাখিবো বাধিয়ে তারে দে না আনিয়া।।,আধুনিক
